foodgroup,marketgroup,year,quarter,price,se,n,division,region,aggweight,totexp
3,8,2010,4,0.1751395,0.004346,1545,5,3,4541935,3.351450284E7
3,9,2010,4,0.2037402,0.00965,395,5,3,1147058,1.048426142E7
3,10,2010,4,0.1787881,0.00426,1457,6,3,4682422,3.743565663E7
3,11,2010,4,0.2019623,0.009171,618,7,3,2120144,1.308598113E7
3,12,2010,4,0.2125811,0.005848,1561,8,4,4332866,4.036910852E7
3,13,2010,4,0.1962383,0.010042,394,8,4,1435057,1.268374906E7
3,14,2010,4,0.1963859,0.006246,951,9,4,2523353,2.356564353E7
3,15,2010,4,0.1860827,0.005464,1266,9,4,5760010,5.205596416E7
3,16,2010,4,0.1758543,0.003642,1232,3,2,3380809,3.413136586E7
3,17,2010,4,0.1905561,0.003703,1839,5,3,4798150,5.315109283E7
3,18,2010,4,0.1890306,0.010167,594,7,3,1581901,1.153467138E7
3,19,2010,4,0.2003151,0.005725,1098,1,1,3164086,3.130740245E7
3,20,2010,4,0.1783716,0.004739,1243,2,1,4407152,5.443513004E7
3,21,2010,4,0.1899955,0.00454,1825,3,2,4364813,3.485426192E7
3,22,2010,4,0.205023,0.006007,1209,9,4,3457822,3.019751521E7
3,23,2010,4,0.2162521,0.008038,683,9,4,2731144,2.493937726E7
3,24,2010,4,0.1779243,0.0060,859,5,3,2573463,2.546318494E7
3,25,2010,4,0.1873677,0.004561,1829,7,3,6637076,5.048865815E7
3,26,2010,4,0.2012903,0.006115,848,5,3,2817007,2.787903455E7
3,91,2010,4,0.2135366,0.014298,283,1,1,912050,8088519.364
3,92,2010,4,0.179379,0.006241,354,2,1,1023050,8500376.004
3,93,2010,4,0.1852371,0.004113,1639,3,2,4433415,3.44304229E7
3,94,2010,4,0.2122965,0.006332,1121,4,2,3442838,2.536572424E7
3,95,2010,4,0.1807385,0.005117,1397,5,3,5422375,4.452047182E7
3,96,2010,4,0.1790269,0.006381,669,6,3,2376012,1.41693954E7
3,97,2010,4,0.181449,0.006892,876,7,3,3576243,2.295670366E7
3,98,2010,4,0.2082597,0.009073,717,8,4,2653240,2.602701828E7
3,99,2010,4,0.1925322,0.009329,647,9,4,2749702,2.384801293E7
30,1,2010,4,0.7155414,0.057623,53,1,1,1274081,929787.434
30,2,2010,4,1.003421,0.1137701,86,2,1,3144836,3167908.687
30,3,2010,4,0.8658146,0.049558,378,2,1,4309950,2689908.907
30,4,2010,4,0.7691516,0.041634,154,2,1,3505825,1558647.046
30,5,2010,4,0.7925849,0.049939,386,3,2,5891526,3379503.204
30,6,2010,4,0.8089777,0.052494,354,4,2,5294133,1913914.484
30,7,2010,4,0.6376017,0.036208,178,5,3,2355997,2605155.421
30,8,2010,4,0.602758,0.027382,536,5,3,4541935,4443194.654
30,9,2010,4,0.6486,0.049049,73,5,3,1147058,624070.1348
30,10,2010,4,0.5471717,0.020647,501,6,3,4682422,5142324.08
30,11,2010,4,0.6279479,0.03658,212,7,3,2120144,1833353.29
30,12,2010,4,0.8095773,0.055396,306,8,4,4332866,3145215.181
30,13,2010,4,0.6011916,0.042558,55,8,4,1435057,564788.9919
30,14,2010,4,0.6312421,0.042794,170,9,4,2523353,2498096.168
30,15,2010,4,0.721793,0.045624,215,9,4,5760010,7069535.529
30,16,2010,4,0.7343135,0.049513,145,3,2,3380809,1703077.508
30,17,2010,4,0.8097208,0.045382,364,5,3,4798150,4587970.624
30,18,2010,4,0.6820084,0.070764,141,7,3,1581901,1422030.782
30,19,2010,4,0.7710481,0.037658,149,1,1,3164086,1905775.814
30,20,2010,4,0.7490629,0.056999,117,2,1,4407152,2870246.641
30,21,2010,4,0.8266504,0.050687,326,3,2,4364813,2267717.811
30,22,2010,4,0.8295997,0.044342,195,9,4,3457822,2647524.469
30,23,2010,4,0.696447,0.041011,116,9,4,2731144,3553486.84
30,24,2010,4,0.6067421,0.04482,191,5,3,2573463,2443839.222
30,25,2010,4,0.5243108,0.021987,466,7,3,6637076,5967261.552
30,26,2010,4,0.7479234,0.035017,139,5,3,2817007,1459354.613
30,91,2010,4,0.8369531,0.1041057,82,1,1,912050,678333.1872
30,92,2010,4,0.9819194,0.1199492,102,2,1,1023050,963511.8842
30,93,2010,4,0.7627667,0.039129,302,3,2,4433415,2264444.441
30,94,2010,4,0.8134679,0.052972,242,4,2,3442838,2180929.914
30,95,2010,4,0.5533884,0.019768,501,5,3,5422375,6589308.118
30,96,2010,4,0.6506483,0.038055,286,6,3,2376012,4000109.015
30,97,2010,4,0.5325568,0.025548,299,7,3,3576243,4154669.009
30,98,2010,4,0.685315,0.053526,148,8,4,2653240,3564959.252
30,99,2010,4,0.7038534,0.050583,125,9,4,2749702,3046912.252
31,1,2010,4,0.7248748,0.047523,109,1,1,1274081,1982823.973
31,2,2010,4,0.8517001,0.041164,126,2,1,3144836,5866838.913
31,3,2010,4,0.678097,0.026333,459,2,1,4309950,5156111.891
31,4,2010,4,0.6450028,0.018821,290,2,1,3505825,4991792.26
31,5,2010,4,0.6261107,0.011508,670,3,2,5891526,9986688.474
31,6,2010,4,0.5831803,0.017286,803,4,2,5294133,1.467072997E7
31,7,2010,4,0.5718226,0.02761,194,5,3,2355997,3582741.872
31,8,2010,4,0.5672271,0.018685,499,5,3,4541935,7706194.502
31,9,2010,4,0.6037927,0.030752,124,5,3,1147058,2411561.214
31,10,2010,4,0.5707775,0.014432,460,6,3,4682422,1.069479667E7
31,11,2010,4,0.5084438,0.024853,214,7,3,2120144,5401611.336
31,12,2010,4,0.6123355,0.018216,469,8,4,4332866,8195466.517
31,13,2010,4,0.5661837,0.040052,98,8,4,1435057,3317817.06
31,14,2010,4,0.7015328,0.027146,263,9,4,2523353,4727673.455
31,15,2010,4,0.6879571,0.020248,357,9,4,5760010,1.177890818E7
31,16,2010,4,0.611563,0.017134,397,3,2,3380809,7994806.499
31,17,2010,4,0.6563643,0.020586,448,5,3,4798150,6922976.545
31,18,2010,4,0.542262,0.03247,177,7,3,1581901,2491121.744
31,19,2010,4,0.6502632,0.018803,290,1,1,3164086,4772653.782
31,20,2010,4,0.702895,0.023523,332,2,1,4407152,8626516.601
31,21,2010,4,0.6681916,0.019355,431,3,2,4364813,6859936.442
31,22,2010,4,0.6984178,0.03182,257,9,4,3457822,4410278.12
31,23,2010,4,0.707138,0.027992,170,9,4,2731144,3652144.165
31,24,2010,4,0.569957,0.019591,294,5,3,2573463,7556731.009
31,25,2010,4,0.5871161,0.0141,662,7,3,6637076,1.68022144E7
31,26,2010,4,0.6586717,0.018209,281,5,3,2817007,5783715.274
31,91,2010,4,0.6195867,0.026869,74,1,1,912050,1495921.854
31,92,2010,4,0.6323204,0.036131,91,2,1,1023050,1403914.684
31,93,2010,4,0.5701321,0.016782,500,3,2,4433415,6964817.665
31,94,2010,4,0.5965404,0.022713,313,4,2,3442838,5305429.382
31,95,2010,4,0.5718895,0.017358,424,5,3,5422375,8196152.526
31,96,2010,4,0.5853776,0.024323,209,6,3,2376012,4664326.74
31,97,2010,4,0.4952375,0.02904,320,7,3,3576243,7902811.42
31,98,2010,4,0.617032,0.034667,193,8,4,2653240,4849660.933
31,99,2010,4,0.6979825,0.03227,147,9,4,2749702,4915313.656
32,1,2010,4,0.7680038,0.051363,31,1,1,1274081,516028.9435
32,2,2009,1,0.7494327,0.087393,33,2,1,3217708,1742570.631
32,3,2010,4,0.691753,0.020443,203,2,1,4309950,1621514.858
32,4,2010,4,0.7216957,0.040222,71,2,1,3505825,917564.3366
32,5,2010,4,0.6787549,0.01886,241,3,2,5891526,2870719.966
32,6,2010,4,0.732648,0.034297,243,4,2,5294133,3127467.45
32,7,2010,4,0.6923366,0.051801,120,5,3,2355997,1539681.167
32,8,2010,4,0.6487053,0.023502,171,5,3,4541935,2174697.622
32,9,2010,4,0.6916658,0.050726,36,5,3,1147058,276536.3089
32,10,2010,4,0.7392964,0.030006,259,6,3,4682422,3295673.135
32,11,2010,4,0.6614259,0.022524,100,7,3,2120144,961880.8319
32,12,2010,4,0.6617242,0.026313,156,8,4,4332866,2801796.981
32,13,2010,4,0.5777671,0.024758,47,8,4,1435057,1053768.552
32,14,2010,4,0.6689661,0.051764,81,9,4,2523353,1368585.118
32,15,2010,4,0.6484802,0.064078,99,9,4,5760010,2699411.121
32,16,2010,4,0.7570492,0.052706,83,3,2,3380809,730419.5305
32,17,2010,4,0.6982296,0.025375,184,5,3,4798150,2171944.176
32,18,2010,4,0.6819692,0.031284,64,7,3,1581901,1005969.285
32,19,2010,4,0.7398635,0.039874,64,1,1,3164086,714785.995
32,20,2010,4,0.7508731,0.05792,65,2,1,4407152,2363272.313
32,21,2010,4,0.678885,0.017973,231,3,2,4364813,2667416.858
32,22,2010,4,0.6036651,0.033503,110,9,4,3457822,2360846.192
32,23,2010,4,0.7268839,0.083611,48,9,4,2731144,1086896.203
32,24,2010,4,0.6302026,0.036549,100,5,3,2573463,1261121.422
32,25,2010,4,0.6574196,0.020515,236,7,3,6637076,2967143.004
32,26,2010,4,0.6747669,0.034347,80,5,3,2817007,960504.8855
32,91,2010,4,0.7493306,0.081379,37,1,1,912050,782981.9054
32,92,2010,4,0.7587159,0.051156,44,2,1,1023050,633576.4452
32,93,2010,4,0.7015125,0.020711,204,3,2,4433415,2416445.265
32,94,2010,4,0.6920781,0.022408,161,4,2,3442838,2388831.684
32,95,2010,4,0.683988,0.020091,202,5,3,5422375,3035643.605
32,96,2010,4,0.7066575,0.038527,98,6,3,2376012,1509706.923
32,97,2010,4,0.6537501,0.029462,154,7,3,3576243,1933236.542
32,98,2010,4,0.6795893,0.052033,72,8,4,2653240,1205555.272
32,99,2010,4,0.6539142,0.05521,56,9,4,2749702,1363641.665
33,1,2010,4,1.338186,0.064516,148,1,1,1274081,5493761.353
33,2,2010,4,1.63497,0.154231,183,2,1,3144836,1.474973458E7
33,3,2010,4,1.373281,0.042077,792,2,1,4309950,1.600550299E7
33,4,2010,4,1.420481,0.046901,522,2,1,3505825,1.891279497E7
33,5,2010,4,1.175474,0.031203,830,3,2,5891526,1.713880496E7
33,6,2010,4,1.1765,0.030789,851,4,2,5294133,1.44541395E7
33,7,2010,4,1.392496,0.1211912,309,5,3,2355997,9343185.453
33,8,2010,4,1.270804,0.044493,595,5,3,4541935,1.892251105E7
33,9,2010,4,1.485051,0.089387,175,5,3,1147058,6402187.722
33,10,2010,4,1.169063,0.038459,473,6,3,4682422,1.191012455E7
33,11,2010,4,1.074826,0.059163,175,7,3,2120144,4756312.832
33,12,2010,4,1.29232,0.039108,599,8,4,4332866,1.311500728E7
33,13,2010,4,1.199872,0.1161152,95,8,4,1435057,3379738.942
33,14,2010,4,1.482322,0.094589,308,9,4,2523353,8474555.158
33,15,2010,4,1.367651,0.058163,394,9,4,5760010,1.636759609E7
33,16,2010,4,1.192017,0.040303,481,3,2,3380809,1.142628429E7
33,17,2010,4,1.476229,0.066271,739,5,3,4798150,1.994936501E7
33,18,2010,4,1.176472,0.079536,164,7,3,1581901,3222138.952
33,19,2010,4,1.581914,0.063866,373,1,1,3164086,1.336940611E7
33,20,2010,4,1.483284,0.054759,564,2,1,4407152,2.779915148E7
33,21,2010,4,1.276464,0.038429,600,3,2,4364813,1.224345013E7
33,22,2010,4,1.347687,0.074793,348,9,4,3457822,8438814.419
33,23,2010,4,1.442472,0.071866,243,9,4,2731144,9360566.341
33,24,2010,4,1.248782,0.086663,270,5,3,2573463,1.047681639E7
33,25,2010,4,1.294216,0.045886,607,7,3,6637076,2.073474686E7
33,26,2010,4,1.575719,0.077689,387,5,3,2817007,1.647254178E7
33,91,2010,4,1.423051,0.099605,94,1,1,912050,3170732.814
33,92,2010,4,1.389175,0.072633,145,2,1,1023050,3830049.956
33,93,2010,4,1.149497,0.035084,604,3,2,4433415,1.240084526E7
33,94,2010,4,1.135697,0.036292,352,4,2,3442838,6677197.49
33,95,2010,4,1.245983,0.047503,516,5,3,5422375,2.012580738E7
33,96,2010,4,1.135002,0.065017,178,6,3,2376012,5401181.018
33,97,2010,4,1.318038,0.093587,248,7,3,3576243,9129116.786
33,98,2010,4,1.373328,0.085134,256,8,4,2653240,8473232.086
33,99,2010,4,1.28608,0.1516618,197,9,4,2749702,6066964.04
34,1,2010,4,0.8554505,0.036185,268,1,1,1274081,5291096.682
34,2,2010,4,1.059708,0.045081,342,2,1,3144836,1.457440189E7
34,3,2010,4,0.7968866,0.017953,1396,2,1,4309950,1.315438255E7
34,4,2010,4,0.8877266,0.025257,781,2,1,3505825,1.306813613E7
34,5,2010,4,0.7903424,0.018374,1394,3,2,5891526,1.367147411E7
34,6,2010,4,0.789658,0.021982,1413,4,2,5294133,1.108470096E7
34,7,2010,4,0.799641,0.033706,482,5,3,2355997,5759936.455
34,8,2010,4,0.7754048,0.021959,937,5,3,4541935,1.216288569E7
34,9,2010,4,0.8687094,0.047417,264,5,3,1147058,3613110.223
34,10,2010,4,0.7248271,0.020151,962,6,3,4682422,1.298865483E7
34,11,2010,4,0.7361575,0.030994,406,7,3,2120144,4476924.966
34,12,2010,4,0.8376133,0.025717,996,8,4,4332866,1.184157731E7
34,13,2010,4,0.8405124,0.040579,223,8,4,1435057,4800759.308
34,14,2010,4,0.8901889,0.049416,566,9,4,2523353,6977259.311
34,15,2010,4,0.8677568,0.02909,706,9,4,5760010,1.765015158E7
34,16,2010,4,0.8693779,0.029738,627,3,2,3380809,7682599.98
34,17,2010,4,0.8755375,0.022117,1176,5,3,4798150,1.848033256E7
34,18,2010,4,0.7267848,0.039299,362,7,3,1581901,3627961.391
34,19,2010,4,0.9495474,0.025243,788,1,1,3164086,1.349242423E7
34,20,2010,4,0.9399634,0.024979,844,2,1,4407152,1.834814412E7
34,21,2010,4,0.7753497,0.020505,1055,3,2,4364813,9412541.733
34,22,2010,4,0.8506806,0.026522,737,9,4,3457822,9277112.722
34,23,2010,4,1.062638,0.052435,394,9,4,2731144,7422156.948
34,24,2010,4,0.7511351,0.026759,487,5,3,2573463,6140155.803
34,25,2010,4,0.8315313,0.025313,1133,7,3,6637076,1.512177108E7
34,26,2010,4,0.8716148,0.025962,532,5,3,2817007,9782252.19
34,91,2010,4,0.9286676,0.048214,242,1,1,912050,3387456.951
34,92,2010,4,0.7935851,0.033252,256,2,1,1023050,3188856.683
34,93,2010,4,0.7874081,0.020602,991,3,2,4433415,9984840.54
34,94,2010,4,0.8001569,0.024443,749,4,2,3442838,7766895.836
34,95,2010,4,0.7359396,0.017471,922,5,3,5422375,1.455915405E7
34,96,2010,4,0.7359014,0.027411,438,6,3,2376012,4927406.977
34,97,2010,4,0.7129861,0.030296,561,7,3,3576243,6386877.841
34,98,2010,4,0.8956223,0.044608,452,8,4,2653240,7879464.673
34,99,2010,4,0.8888556,0.04789,410,9,4,2749702,9517727.933
35,1,2010,4,1.110059,0.037478,357,1,1,1274081,1.15496594E7
35,2,2010,4,1.192271,0.040399,405,2,1,3144836,2.208604018E7
35,3,2010,4,1.097642,0.020334,1952,2,1,4309950,3.746217973E7
35,4,2010,4,1.159996,0.029164,1054,2,1,3505825,2.655421707E7
35,5,2010,4,1.08092,0.01611,2232,3,2,5891526,5.140488465E7
35,6,2010,4,1.110921,0.018735,2503,4,2,5294133,4.901544216E7
35,7,2010,4,1.148932,0.039226,807,5,3,2355997,2.153706054E7
35,8,2010,4,1.096697,0.01961,1606,5,3,4541935,3.534878531E7
35,9,2010,4,1.159974,0.046017,391,5,3,1147058,1.017191352E7
35,10,2010,4,1.082135,0.02494,1517,6,3,4682422,3.599838022E7
35,11,2010,4,1.127428,0.032856,689,7,3,2120144,1.535417569E7
35,12,2010,4,1.119653,0.025105,1704,8,4,4332866,4.213874468E7
35,13,2010,4,1.198012,0.043403,376,8,4,1435057,1.217498009E7
35,14,2010,4,1.132556,0.032234,915,9,4,2523353,2.283156401E7
35,15,2010,4,1.121187,0.033211,1117,9,4,5760010,4.157294295E7
35,16,2010,4,1.175474,0.02881,1201,3,2,3380809,2.579239147E7
35,17,2010,4,1.189887,0.02517,1783,5,3,4798150,4.126716722E7
35,18,2010,4,1.092465,0.040169,637,7,3,1581901,1.352298555E7
35,19,2010,4,1.15307,0.025792,1025,1,1,3164086,2.901553448E7
35,20,2010,4,1.185081,0.027877,1032,2,1,4407152,3.875438412E7
35,21,2010,4,1.088044,0.020902,1836,3,2,4364813,3.565363088E7
35,22,2010,4,1.156246,0.027648,1167,9,4,3457822,2.892550025E7
35,23,2010,4,1.202427,0.040075,643,9,4,2731144,2.335168563E7
35,24,2010,4,1.075897,0.032837,822,5,3,2573463,2.123749038E7
35,25,2010,4,1.14424,0.02446,1938,7,3,6637076,5.010833145E7
35,26,2010,4,1.165586,0.028124,793,5,3,2817007,2.292152751E7
35,91,2010,4,1.048853,0.04333,287,1,1,912050,7285551.859
35,92,2010,4,1.134093,0.037877,381,2,1,1023050,8529293.198
35,93,2010,4,1.08057,0.020759,1654,3,2,4433415,3.535384803E7
35,94,2010,4,1.089028,0.023048,1204,4,2,3442838,2.962710569E7
35,95,2010,4,1.112513,0.024315,1443,5,3,5422375,4.239662841E7
35,96,2010,4,1.039091,0.03074,719,6,3,2376012,1.850417182E7
35,97,2010,4,1.133815,0.036352,942,7,3,3576243,2.711552156E7
35,98,2010,4,1.113447,0.032556,741,8,4,2653240,2.417771405E7
35,99,2010,4,1.170249,0.049336,636,9,4,2749702,2.202776092E7
36,1,2010,4,0.4434731,0.013761,243,1,1,1274081,2589590.65
36,2,2010,4,0.5018908,0.014148,210,2,1,3144836,4639733.894
36,3,2010,4,0.3881145,0.00468,1456,2,1,4309950,1.184230417E7
36,4,2010,4,0.3985686,0.006272,772,2,1,3505825,9119235.577
36,5,2010,4,0.3878405,0.00442,1525,3,2,5891526,1.435244973E7
36,6,2010,4,0.390952,0.004879,1618,4,2,5294133,1.306107735E7
36,7,2010,4,0.4024627,0.009871,480,5,3,2355997,5304228.031
36,8,2010,4,0.3936416,0.005485,1077,5,3,4541935,1.12683977E7
36,9,2010,4,0.4107085,0.013509,212,5,3,1147058,2521526.401
36,10,2010,4,0.3841763,0.00564,1035,6,3,4682422,1.056582312E7
36,11,2010,4,0.4009795,0.007186,460,7,3,2120144,4256530.276
36,12,2010,4,0.4113553,0.008514,919,8,4,4332866,9598613.401
36,13,2010,4,0.3802365,0.016118,199,8,4,1435057,2635116.487
36,14,2010,4,0.4412781,0.0106,490,9,4,2523353,6192632.752
36,15,2010,4,0.4517808,0.00979,635,9,4,5760010,1.104945929E7
36,16,2010,4,0.3819459,0.006573,726,3,2,3380809,7059601.352
36,17,2010,4,0.4107428,0.005656,1039,5,3,4798150,9553214.484
36,18,2010,4,0.3569741,0.008976,348,7,3,1581901,2519989.142
36,19,2010,4,0.4355025,0.006346,707,1,1,3164086,8135116.662
36,20,2010,4,0.4307427,0.006858,607,2,1,4407152,8336168.515
36,21,2010,4,0.3858681,0.004882,1299,3,2,4364813,1.024057381E7
36,22,2010,4,0.4018848,0.007713,697,9,4,3457822,8246999.827
36,23,2010,4,0.4811953,0.016671,284,9,4,2731144,6208559.72
36,24,2010,4,0.3727044,0.008383,511,5,3,2573463,5435271.982
36,25,2010,4,0.3831809,0.0050,1072,7,3,6637076,1.062482788E7
36,26,2010,4,0.4123138,0.006946,504,5,3,2817007,7001493.724
36,91,2010,4,0.4161927,0.009152,226,1,1,912050,3088806.273
36,92,2010,4,0.3820849,0.00711,302,2,1,1023050,2928648.14
36,93,2010,4,0.3872446,0.00457,1251,3,2,4433415,1.192653238E7
36,94,2010,4,0.3992501,0.005312,837,4,2,3442838,8766520.781
36,95,2010,4,0.393977,0.005613,963,5,3,5422375,1.270355561E7
36,96,2010,4,0.3876413,0.006299,504,6,3,2376012,5683730.05
36,97,2010,4,0.3830832,0.007771,588,7,3,3576243,6078937.741
36,98,2010,4,0.3845609,0.008164,411,8,4,2653240,5651267.826
36,99,2010,4,0.4181019,0.011369,386,9,4,2749702,6573186.357
37,1,2010,4,0.2913418,0.005753,442,1,1,1274081,8134725.433
37,2,2010,4,0.2965618,0.005973,526,2,1,3144836,1.626608683E7
37,3,2010,4,0.2445613,0.001962,2501,2,1,4309950,2.237460242E7
37,4,2010,4,0.2745489,0.003601,1452,2,1,3505825,2.040136247E7
37,5,2010,4,0.2236925,0.001833,2840,3,2,5891526,2.908941469E7
37,6,2010,4,0.2272521,0.001953,2947,4,2,5294133,2.512416723E7
37,7,2010,4,0.2572697,0.004037,976,5,3,2355997,1.301719739E7
37,8,2010,4,0.255852,0.002866,1993,5,3,4541935,2.503913379E7
37,9,2010,4,0.2698133,0.005204,472,5,3,1147058,7452914.929
37,10,2010,4,0.2300874,0.002248,1910,6,3,4682422,2.37972166E7
37,11,2010,4,0.2425422,0.003497,817,7,3,2120144,9927600.38
37,12,2010,4,0.2373305,0.002793,2132,8,4,4332866,2.39420741E7
37,13,2010,4,0.2175902,0.004291,471,8,4,1435057,7353736.193
37,14,2010,4,0.268196,0.004459,1150,9,4,2523353,1.534446764E7
37,15,2010,4,0.2807997,0.004283,1487,9,4,5760010,3.804174311E7
37,16,2010,4,0.2286026,0.00308,1525,3,2,3380809,1.614697998E7
37,17,2010,4,0.2630723,0.002422,2175,5,3,4798150,2.581283195E7
37,18,2010,4,0.196773,0.003801,718,7,3,1581901,7880756.867
37,19,2010,4,0.2964632,0.004062,1280,1,1,3164086,1.791194585E7
37,20,2010,4,0.3073005,0.004477,1373,2,1,4407152,2.940259714E7
37,21,2010,4,0.2338021,0.002452,2370,3,2,4364813,2.176819399E7
37,22,2010,4,0.2680844,0.003593,1497,9,4,3457822,2.198418058E7
37,23,2010,4,0.2797556,0.006209,769,9,4,2731144,1.278204307E7
37,24,2010,4,0.2356566,0.003093,1025,5,3,2573463,1.470830465E7
37,25,2010,4,0.229496,0.002517,2383,7,3,6637076,3.127632868E7
37,26,2010,4,0.2797677,0.004238,997,5,3,2817007,1.571621566E7
37,91,2010,4,0.2907937,0.007804,349,1,1,912050,5117272.04
37,92,2010,4,0.2758757,0.005467,489,2,1,1023050,5581355.567
37,93,2010,4,0.2191398,0.001961,2152,3,2,4433415,2.157972414E7
37,94,2010,4,0.22939,0.002215,1481,4,2,3442838,1.608445216E7
37,95,2010,4,0.251761,0.002372,1823,5,3,5422375,3.17625176E7
37,96,2010,4,0.2425549,0.00322,918,6,3,2376012,1.282944917E7
37,97,2010,4,0.2234662,0.00317,1170,7,3,3576243,1.964095218E7
37,98,2010,4,0.2521068,0.004168,906,8,4,2653240,1.546426292E7
37,99,2010,4,0.2636389,0.005054,789,9,4,2749702,1.556685468E7
38,1,2010,4,0.7391859,0.044954,290,1,1,1274081,6098631.65
38,2,2010,4,0.6246901,0.033754,375,2,1,3144836,1.710496251E7
38,3,2010,4,0.6600806,0.022552,1607,2,1,4309950,1.665573253E7
38,4,2010,4,0.6454437,0.022391,945,2,1,3505825,1.401982102E7
38,5,2010,4,0.571254,0.015312,1828,3,2,5891526,2.140001973E7
38,6,2010,4,0.6198865,0.017177,1898,4,2,5294133,1.736568709E7
38,7,2010,4,0.6423342,0.037638,640,5,3,2355997,9723893.382
38,8,2010,4,0.566705,0.018289,1401,5,3,4541935,1.972922322E7
38,9,2010,4,0.6259016,0.042912,316,5,3,1147058,4359985.47
38,10,2010,4,0.5088099,0.018433,1354,6,3,4682422,1.915661742E7
38,11,2010,4,0.5732895,0.029886,592,7,3,2120144,7147239.895
38,12,2010,4,0.6658565,0.0257,1243,8,4,4332866,1.524409348E7
38,13,2010,4,0.7013512,0.046412,289,8,4,1435057,4793684.594
38,14,2010,4,0.6419924,0.031287,737,9,4,2523353,9841800.057
38,15,2010,4,0.6294871,0.026827,943,9,4,5760010,2.245884357E7
38,16,2010,4,0.6244842,0.022249,938,3,2,3380809,1.333034148E7
38,17,2010,4,0.6277086,0.018392,1421,5,3,4798150,2.544236992E7
38,18,2010,4,0.5927994,0.035036,492,7,3,1581901,6299121.96
38,19,2010,4,0.7565668,0.024313,870,1,1,3164086,1.481023583E7
38,20,2010,4,0.6119489,0.021834,902,2,1,4407152,2.317624382E7
38,21,2010,4,0.6361685,0.01927,1509,3,2,4364813,1.53069678E7
38,22,2010,4,0.6722568,0.030426,830,9,4,3457822,1.110638706E7
38,23,2010,4,0.7040865,0.040938,488,9,4,2731144,1.007481737E7
38,24,2010,4,0.5506371,0.024697,718,5,3,2573463,1.246273032E7
38,25,2010,4,0.5688689,0.016931,1598,7,3,6637076,2.877577532E7
38,26,2010,4,0.7156343,0.030761,680,5,3,2817007,1.373105078E7
38,91,2010,4,0.7438837,0.051912,259,1,1,912050,3949902.297
38,92,2010,4,0.6217963,0.032642,334,2,1,1023050,3597298.425
38,93,2010,4,0.6240966,0.019435,1377,3,2,4433415,1.43738045E7
38,94,2010,4,0.5588802,0.017164,1024,4,2,3442838,1.086265033E7
38,95,2010,4,0.5421566,0.017626,1306,5,3,5422375,2.482958481E7
38,96,2010,4,0.5224841,0.025273,661,6,3,2376012,9752200.327
38,97,2010,4,0.5060545,0.024469,808,7,3,3576243,1.497017982E7
38,98,2010,4,0.5949709,0.035316,582,8,4,2653240,1.002583129E7
38,99,2010,4,0.6424201,0.040327,532,9,4,2749702,1.111491318E7
39,1,2010,4,0.5934091,0.013896,475,1,1,1274081,1.444923064E7
39,2,2010,4,0.7432808,0.02139,542,2,1,3144836,2.739688579E7
39,3,2010,4,0.5198409,0.006283,2737,2,1,4309950,5.411043643E7
39,4,2010,4,0.5745616,0.007816,1528,2,1,3505825,4.21860935E7
39,5,2010,4,0.4978692,0.005553,2981,3,2,5891526,6.548629202E7
39,6,2010,4,0.4934131,0.006265,3168,4,2,5294133,5.567006554E7
39,7,2010,4,0.548351,0.012362,1006,5,3,2355997,2.456375919E7
39,8,2010,4,0.4659625,0.007471,2047,5,3,4541935,3.600756724E7
39,9,2010,4,0.5178047,0.013688,482,5,3,1147058,1.217209124E7
39,10,2010,4,0.4231219,0.007444,1965,6,3,4682422,3.769296437E7
39,11,2010,4,0.4381156,0.0112,871,7,3,2120144,1.650940107E7
39,12,2010,4,0.5323535,0.008476,2167,8,4,4332866,4.422588177E7
39,13,2010,4,0.4984061,0.015238,500,8,4,1435057,1.750030694E7
39,14,2010,4,0.6434799,0.01659,1216,9,4,2523353,2.55186954E7
39,15,2010,4,0.63038,0.015172,1518,9,4,5760010,5.294546144E7
39,16,2010,4,0.5421962,0.008821,1581,3,2,3380809,3.297923228E7
39,17,2010,4,0.5650347,0.007626,2335,5,3,4798150,4.583392982E7
39,18,2010,4,0.4349691,0.013217,756,7,3,1581901,1.120711974E7
39,19,2010,4,0.6056809,0.007537,1386,1,1,3164086,3.941461207E7
39,20,2010,4,0.6555296,0.010535,1420,2,1,4407152,5.578858944E7
39,21,2010,4,0.5032632,0.006205,2501,3,2,4364813,4.827957638E7
39,22,2010,4,0.5626045,0.011734,1555,9,4,3457822,3.813633071E7
39,23,2010,4,0.6725926,0.018476,801,9,4,2731144,2.232070783E7
39,24,2010,4,0.4735899,0.010633,1047,5,3,2573463,2.173770089E7
39,25,2010,4,0.4627426,0.007238,2401,7,3,6637076,4.851238437E7
39,26,2010,4,0.5817001,0.011194,1050,5,3,2817007,2.730343296E7
39,91,2010,4,0.5879189,0.015734,403,1,1,912050,1.334808917E7
39,92,2010,4,0.4866582,0.010988,516,2,1,1023050,1.255778512E7
39,93,2010,4,0.4788089,0.006444,2293,3,2,4433415,5.180856926E7
39,94,2010,4,0.4757654,0.007023,1632,4,2,3442838,3.704354321E7
39,95,2010,4,0.4584128,0.007311,1883,5,3,5422375,5.137641673E7
39,96,2010,4,0.4096751,0.010953,945,6,3,2376012,1.775823165E7
39,97,2010,4,0.4246384,0.010454,1215,7,3,3576243,2.683847089E7
39,98,2010,4,0.5399426,0.01681,972,8,4,2653240,2.565784353E7
